,caption,class
359,a sound of bouncing on trampoline,22
360,this is a repetitive sound of bouncing on trampoline,22
361,a loud sound of bouncing on trampoline,22
362,a recording of bouncing on trampoline,22
363,a noisy bouncing on trampoline sound,22
364,this is a continuous sound of bouncing on trampoline,22
365,bouncing on trampoline sound in a video,22
366,bouncing on trampoline can be heard,22
367,this is a sound of bouncing on trampoline,22
368,bowling impact sound in distance,23
369,bowling impact sound in a video,23
370,a snippet of the bowling impact sound,23
371,bowling impact can be heard,23
372,bowling impact sound in the background,23
373,this is a clear sound of bowling impact,23
374,a recording of bowling impact,23
375,this is an annoying sound of bowling impact,23
376,a loud sound of bowling impact,23
377,a noisy bowling impact sound,23
378,this is a continuous sound of bowling impact,23
379,this is a fading sound of bowling impact,23
380,this is a sound of bowling impact,23
381,a sound of bowling impact,23
382,a rhythmic sound of bowling impact,23
383,bowling impact,23
384,A bull is bellowing.,24
385,A bull is bellowing in a stall.,24
386,A bull is heard bellowing and snorting.,24
387,Sound of a bull bellowing and seagulls in the background.,24
388,A sealion colony is making sounds with a bull bellowing and pups fighting.,24
389,a sound of bull bellowing,24
390,bull bellowing sound in a video,24
391,bull bellowing sound in distance,24
392,this is a continuous sound of bull bellowing,24
393,this is an annoying sound of bull bellowing,24
394,this is a fading sound of bull bellowing,24
395,a snippet of the bull bellowing sound,24
396,a poor quality recording of bull bellowing,24
397,a rhythmic sound of bull bellowing,24
398,this is a repetitive sound of bull bellowing,24
399,a blend of bull bellowing sounds,24
400,A canary is singing with churrs and chittering sounds. Another individual is making medium-distance calls.,25
401,this is a clear sound of canary calling,25
402,this is a continuous sound of canary calling,25
403,this is a fading sound of canary calling,25
404,a rhythmic sound of canary calling,25
405,a loud sound of canary calling,25
406,this is a sound of canary calling,25
407,canary calling,25
408,a blend of canary calling sounds,25
409,this is a repetitive sound of canary calling,25
410,canary calling sound in distance,25
411,this is an annoying sound of canary calling,25
412,a noisy canary calling sound,25
413,a sound of canary calling,25
414,canary calling sound in a video,25
415,a poor quality recording of canary calling,25
416,A gun is shooting.,26
417,Guns are shooting.,26
418,A cap gun is fired.,26
419,Nerf gun is shooting.,26
420,A laser gun is shooting.,26
421,A machine gun is shooting.,26
422,Shootings with a staple gun.,26
423,Imitated gun shooting sound.,26
424,Clicks of a plastic cap gun.,26
425,Gun shooting from a distance.,26
426,Someone is shooting water gun.,26
427,Someone is shooting a toy gun.,26
428,Someone is shooting a shotgun.,26
429,A shooting gun is being fired.,26
430,Gun is fired at a shooting range.,26
431,Shotgun is shooting and reloading.,26
432,A car engine.,27
433,Car is idling.,27
434,A car is idling.,27
435,Car engine sound.,27
436,Static car engine.,27
437,Car engine running.,27
438,A engine is idling.,27
439,An engine is idling.,27
440,Car engine starting.,27
441,Car engine is heard.,27
442,Jet engine is idling.,27
443,Car engine is idling.,27
444,Car engine is looping.,27
445,Tractor engine idling.,27
446,Car engine is revving.,27
447,A car's engine is off.,27
448,A car engine.,28
449,Car engine sound.,28
450,Static car engine.,28
451,Car engine running.,28
452,Car engine starting.,28
453,Car engine is heard.,28
454,Car engine is idling.,28
455,An engine is knocking.,28
456,Car engine is looping.,28
457,Car engine is revving.,28
458,A car's engine is off.,28
459,A car engine is heard.,28
460,Car engine is passing.,28
461,Car engine is running.,28
462,A car engine is idling.,28
463,Car engine is sounding.,28
464,A car starts.,29
465,A car engine.,29
466,Car is starting.,29
467,Car starting up.,29
468,Car engine sound.,29
469,An engine starts.,29
470,Cars are starting.,29
471,Static car engine.,29
472,A car is starting.,29
473,Car engine running.,29
474,Car engine starting.,29
475,Car engine is heard.,29
476,Engines are starting.,29
477,A car is starting up.,29
478,Car engine is idling.,29
479,Car engine is looping.,29
480,A car passing.,30
481,Car is passing.,30
482,Tram passing by.,30
483,Cars passing by.,30
484,Slow car passes.,30
485,Plane passing by.,30
486,A car passing by.,30
487,A car is passing.,30
488,Train passing by.,30
489,Bikes passing by.,30
490,Cars are passing.,30
491,Cars are going by.,30
492,Car is passing by.,30
493,Car is driving by.,30
494,HST is passing by.,30
495,A car speeding by.,30
496,a rhythmic sound of cat caterwauling,31
497,this is a sound of cat caterwauling,31
498,a poor quality recording of cat caterwauling,31
499,cat caterwauling,31
500,this is an annoying sound of cat caterwauling,31
501,a snippet of the cat caterwauling sound,31
502,a sound of cat caterwauling,31
503,cat caterwauling can be heard,31
504,a blend of cat caterwauling sounds,31
505,cat caterwauling sound in a video,31
506,a loud sound of cat caterwauling,31
507,cat caterwauling sound in distance,31
508,cat caterwauling sound in the background,31
509,this is a repetitive sound of cat caterwauling,31
510,this is a fading sound of cat caterwauling,31
511,this is a clear sound of cat caterwauling,31
512,A cat growling.,32
513,Cats are growling.,32
514,A cat is growling.,32
515,A tom cat is growling.,32
516,An angry cat is growling.,32
517,Cat howling and growling.,32
518,A cat is growling/howling.,32
519,Someone's cat is growling.,32
520,Cat is growling and hissing.,32
521,A cat is growling and eating.,32
522,A cat is hissing and growling.,32
523,A cat is growling and hissing.,32
524,Cats are hissing and growling.,32
525,A cat is growling and howling.,32
526,Cats are growling and howling.,32
527,Someone is growling like a cat.,32
528,A cat is hissing.,33
529,A cat is making a hiss.,33
530,A cat is hissing at a dog.,33
531,Cat is hissing at a puppet.,33
532,Cat is growling and hissing.,33
533,A cat is hissing and crying.,33
534,A cat is hissing at a kitten.,33
535,A cat is hissing and growling.,33
536,A cat is growling and hissing.,33
537,Cats are hissing and growling.,33
538,A big cat is hissing and growling.,33
539,A tom cat is attacking and hissing.,33
540,A cat is hissing and making threats.,33
541,"A cat meowing, hissing, and exploding.",33
542,A cat is making a sequence of meow and hiss sounds.,33
543,"Angry cat is hissing, meowing, and hitting the recorder.",33
544,A cat meows.,34
545,A cat meowing.,34
546,Cat is meowing.,34
547,An old cat meows.,34
548,Loud cat meowing.,34
549,A cat is meowing.,34
550,Cats are meowing.,34
551,A short cat meow.,34
552,My cat is meowing.,34
553,A cat meow is heard.,34
554,A tom cat is meowing.,34
555,A big cat is meowing.,34
556,Cat meowing for food.,34
557,Oscar the cat meowing.,34
558,A stray cat is meowing.,34
559,A cat is meowing twice.,34
560,A purring cat.,35
561,A cat purring.,35
562,Cat is purring.,35
563,Cats are purring.,35
564,A cat is purring.,35
565,My cat is purring.,35
566,Black cat purring.,35
567,A deep purring cat.,35
568,A tom cat is purring.,35
569,Cat is purring softly.,35
570,A male cat is purring.,35
571,A kitty cat is purring.,35
572,Cat is purring indoors.,35
573,A house cat is purring.,35
574,Cat is purring happily.,35
575,Sound of a cat purring.,35
576,Cows are mooing outside a cattle market.,36
577,Cattle are mooing and cowboys are whooping.,36
578,Cattle are mooing and cowboys are making noise.,36
579,A cowherder is herding cattle with vocalizations and mooing.,36
580,A cow is startled in a cattle crush and makes a loud complaining moo.,36
581,"Cattle are being rounded up, horses are galloping and cattle are mooing.",36
582,Grasshoppers and flies are chirping. Cattle are mooing. A distant bird is singing.,36
583,Birds are chirping. Different birds are making different sounds. Cattle are mooing.,36
584,Cows are mooing. There is noise from a cattle crush. The wind in trees is blowing. Birds are singing.,36
585,A large busy cafe is making a noisy atmosphere with chatter and clatter of plates and occasional cattle mooing.,36
586,"Birds are advertising and calling. Coot, blackbird, moorhen and cattle are in the background. Wind is in reeds and there is a traffic rumble.",36
587,this is a sound of cattle mooing,36
588,a blend of cattle mooing sounds,36
589,a recording of cattle mooing,36
590,cattle mooing sound in a video,36
591,cattle mooing can be heard,36
592,A cowbell tune.,37
593,A cowbell is hit.,37
594,A cowbell is heard.,37
595,Cowbells are ringing.,37
596,A cowbell is ringing.,37
597,Cowbells are playing.,37
598,A cowbell is chiming.,37
599,A cowbell is being hit.,37
600,Evil loop with cowbell.,37
601,A cowbell is suspended.,37
602,Crazy beat with cowbell.,37
603,A cowbell is being edited.,37
604,A cowbell is being struck.,37
605,A baby cowbell is ringing.,37
606,Cowbells are being played.,37
607,Cowbells in the mountains.,37
608,Phone is buzzing.,38
609,Cell phone is texting.,38
610,Cell phone is ringing.,38
611,Cellphone is vibrating.,38
612,Cellphone screen swipe.,38
613,A cell phone is falling.,38
614,Singular cellphone ring.,38
615,Cell phone is vibrating.,38
616,Cellphone alarm ringing.,38
617,A home phone is buzzing.,38
618,A cell phone is ringing.,38
619,A cell phone is beeping.,38
620,Cell phone interference.,38
621,Insect buzzes microphone.,38
622,A cellphone is vibrating.,38
623,Cell phone is booting up.,38
624,Chainsaw cutting trees down.,39
625,A chainsaw is cutting down trees.,39
626,Trees are being cut by chainsaws.,39
627,Men are cutting trees with chainsaws.,39
628,Trees are being cut down by a chainsaw.,39
629,Trees are being trimmed with a chainsaw.,39
630,A chainsaw is cutting trees in the woods.,39
631,A chainsaw is being used to cut down trees.,39
632,A distant chainsaw is cutting down trees with varying speeds.,39
633,Someone is using a chainsaw and cutting down trees in a forest.,39
634,"A distant chainsaw is cutting trees, recorded with background wind noise.",39
635,The sound of chainsawing trees and ambient accompaniments are being recorded.,39
636,a rhythmic sound of chainsawing trees,39
637,this is an annoying sound of chainsawing trees,39
638,this is a continuous sound of chainsawing trees,39
639,this is a fading sound of chainsawing trees,39
640,cheetah chirrup can be heard,40
641,cheetah chirrup,40
642,a noisy cheetah chirrup sound,40
643,cheetah chirrup sound in a video,40
644,a rhythmic sound of cheetah chirrup,40
645,a recording of cheetah chirrup,40
646,this is a fading sound of cheetah chirrup,40
647,this is a sound of cheetah chirrup,40
648,a loud sound of cheetah chirrup,40
649,a blend of cheetah chirrup sounds,40
650,this is a clear sound of cheetah chirrup,40
651,a snippet of the cheetah chirrup sound,40
652,cheetah chirrup sound in the background,40
653,this is an annoying sound of cheetah chirrup,40
654,cheetah chirrup sound in distance,40
655,a sound of cheetah chirrup,40
656,Chicken is clucking.,41
657,Chickens are clucking.,41
658,A chicken is clucking.,41
659,Chickens are clucking in a coop.,41
660,A man is clucking like a chicken.,41
661,Chicken and cockerel are clucking.,41
662,Chickens are clucking repetitively.,41
663,Someone is clucking like a chicken.,41
664,Chickens are making clucking noises.,41
665,Chickens are clucking and screeching.,41
666,Chickens are clucking in an outdoor pen.,41
667,Someone is imitating a chicken clucking.,41
668,Chickens are moving around and clucking.,41
669,Chickens and hens are clucking on a farm.,41
670,Chickens clucking and shrieking are heard.,41
671,Chickens and chicks are clucking and chirping.,41
672,A chicken is crowing.,42
673,Crows and chickens are making sounds in a farm.,42
674,Chickens clucking and a rooster crowing are heard.,42
675,Chickens are clucking and crowing in a chicken house.,42
676,Roosters are crowing and chickens are vocalizing in a barnyard.,42
677,Chicken is picking grass and making clucking and crowing sounds.,42
678,"Wind is blowing through reeds, insects, chickens, sparrows, and a rooster is crowing.",42
679,"Chickens are clucking, a cockerel is crowing, and hens are moving around a hen-house.",42
680,Birds are singing. Distant motor traffic is present. Insects are occasional. A rooster is crowing. Chickens are scratching. Dogs are barking.,42
681,this is an annoying sound of chicken crowing,42
682,a poor quality recording of chicken crowing,42
683,a sound of chicken crowing,42
684,chicken crowing sound in distance,42
685,a rhythmic sound of chicken crowing,42
686,chicken crowing,42
687,a noisy chicken crowing sound,42
688,Child is singing.,43
689,A child is singing.,43
690,Children are singing.,43
691,A child is singing a song.,43
692,Schoolchildren are singing.,43
693,Children are singing a song.,43
694,School children are singing.,43
695,Children are using a marker.,43
696,Children are chasing pigeons.,43
697,Children are singing a carol.,43
698,Children are singing outdoors.,43
699,Children are singing/shouting.,43
700,A child is singing in a garden.,43
701,A group of children is singing.,43
702,A mother and child are singing.,43
703,Children are booing and hissing.,43
704,"child speech, kid speaking can be heard",44
705,"child speech, kid speaking sound in distance",44
706,"a sound of child speech, kid speaking",44
707,"child speech, kid speaking sound in the background",44
708,"a loud sound of child speech, kid speaking",44
709,"this is an annoying sound of child speech, kid speaking",44
710,"this is a continuous sound of child speech, kid speaking",44
711,"this is a sound of child speech, kid speaking",44
712,"this is a clear sound of child speech, kid speaking",44
713,"a recording of child speech, kid speaking",44
714,"child speech, kid speaking",44
715,"a noisy child speech, kid speaking sound",44
716,"this is a fading sound of child speech, kid speaking",44
717,"a rhythmic sound of child speech, kid speaking",44
718,"a snippet of the child speech, kid speaking sound",44
719,"a poor quality recording of child speech, kid speaking",44
720,Children are shouting.,45
721,Children are shouting numbers.,45
722,Children shouting in toy shop.,45
723,Children are singing/shouting.,45
724,Children are joyfully shouting.,45
725,Birds and children are shouting.,45
726,Children are shouting excitedly.,45
727,Children are shouting in a park.,45
728,Children are shouting and crying.,45
729,Children are running and shouting.,45
730,Children are playing and shouting.,45
731,Children are shouting in a chorus.,45
732,Children are talking and shouting.,45
733,Children are shouting and screaming.,45
734,"Children and clowns are shouting ""hello"".",45
735,Children are shouting at a swimming pool.,45
736,chimpanzee pant-hooting sound in a video,46
737,a rhythmic sound of chimpanzee pant-hooting,46
738,a recording of chimpanzee pant-hooting,46
739,a snippet of the chimpanzee pant-hooting sound,46
740,this is a sound of chimpanzee pant-hooting,46
741,this is a fading sound of chimpanzee pant-hooting,46
742,a loud sound of chimpanzee pant-hooting,46
743,chimpanzee pant-hooting,46
744,chimpanzee pant-hooting sound in the background,46
745,this is an annoying sound of chimpanzee pant-hooting,46
746,a sound of chimpanzee pant-hooting,46
747,this is a clear sound of chimpanzee pant-hooting,46
748,chimpanzee pant-hooting sound in distance,46
749,a poor quality recording of chimpanzee pant-hooting,46
750,this is a repetitive sound of chimpanzee pant-hooting,46
751,chimpanzee pant-hooting can be heard,46
752,chinchilla barking,47
753,a recording of chinchilla barking,47
754,this is a clear sound of chinchilla barking,47
755,a noisy chinchilla barking sound,47
756,a poor quality recording of chinchilla barking,47
757,this is a fading sound of chinchilla barking,47
758,chinchilla barking sound in the background,47
759,chinchilla barking sound in a video,47
760,a blend of chinchilla barking sounds,47
761,a rhythmic sound of chinchilla barking,47
762,this is a repetitive sound of chinchilla barking,47
763,this is an annoying sound of chinchilla barking,47
764,chinchilla barking can be heard,47
765,chinchilla barking sound in distance,47
766,a snippet of the chinchilla barking sound,47
767,a loud sound of chinchilla barking,47
768,Chipmunk is chirping.,48
769,Chipmunk chirps with bird sounds.,48
770,Baby chipmunk is chirping and retreating.,48
771,Birds and chipmunks are chirping in the woods.,48
772,"Chipmunks are chirping, wind is in trees in an urban park.",48
773,A bird is singing. Another bird is singing in the background. A frog is croaking. A chipmunk is chirping. The wind is blowing in trees.,48
774,chipmunk chirping can be heard,48
775,chipmunk chirping,48
776,a poor quality recording of chipmunk chirping,48
777,a recording of chipmunk chirping,48
778,chipmunk chirping sound in distance,48
779,a noisy chipmunk chirping sound,48
780,a loud sound of chipmunk chirping,48
781,this is a sound of chipmunk chirping,48
