,caption,class
92,Carrier air conditioner compressor is turning on and off.,0
93,Air conditioner is on with birds chirping.,0
94,Rooftop air conditioners are running and traffic is quietly rumbling in the background.,0
95,An air conditioning unit is running.,0
96,Room has a slight hum from air conditioner.,0
97,Water drops and air conditioning are in a cave refuge.,0
98,Outdoor air conditioning unit is running.,0
99,Air conditioner and footsteps are heard.,0
100,Air conditioning is heard.,0
101,An air conditioner is running in a hotel.,0
102,An air conditioner is heard.,0
103,Air conditioner unit noise.,0
104,Room tone from ventilation inside a control room/server room with air conditioning equipment is playing.,0
105,Air conditioning sound in a car.,0
106,Air conditioning is on full blast from a car.,0
107,Something is playing the sound of an air conditioner and people passing by/talking.,0
108,Wind and an air conditioner are heard from an open window.,0
109,An air conditioning unit is howling like a storm wind.,0
110,"A room tone with light ventilation, air conditioner hum, distant bumps and distant voices is being recorded.",0
111,An air conditioner is recorded outdoors.,0
112,Someone is walking down stairs with air conditioner noise.,0
113,An air conditioner is turning on.,0
114,Air conditioner is being turned on and off.,0
115,An air conditioner or a commercial fridge freezer is operating.,0
116,Someone is walking downstairs with an air conditioner blowing.,0
117,People are cheering in a building with air conditioning.,0
118,Air conditioner is flangered.,0
119,An air conditioner unit is running through different cycles.,0
120,An air conditioner is making a metallic rattle.,0
121,A window air conditioner unit is running.,0
122,Room tone is in a small security camera room with TVs and an air conditioner.,0
123,Room tone is being captured in a small room with TVs and air conditioner.,0
124,Insects and frogs are chirping. Air conditioning is in the background.,0
125,Air conditioner is turning on and off.,0
126,An air conditioner unit is being recorded.,0
127,Submarine air conditioner sound.,0
128,People are chatting in a restaurant. An air conditioning system is running.,0
129,Vent of air conditioning is being recorded.,0
130,"Air conditioning unit starts, runs, and stops.",0
131,An air conditioning is making a sound.,0
132,An air conditioning unit is present.,0
133,Someone is typing on a keyboard and air conditioner is running in an office.,0
134,An air conditioner is running in a hotel room.,0
135,An air conditioner is on in a room.,0
136,Humming of an air conditioner or machinery.,0
137,An air conditioning unit fan is recorded.,0
138,A microphone is sweeping over an air conditioner.,0
139,Air conditioner hum on a bus is recorded.,0
140,The hum of an air conditioning split-system.,0
141,An air conditioning unit is switching on.,0
142,The distant hum of the air conditioner is muffled as people speak.,0
143,"Variety of birds, faint city ambience, and distant air conditioners.",0
144,Air conditioner is making noise.,0
145,Wind is blowing through an air conditioner vent.,0
146,The air conditioning slider is being turned on.,0
147,An air conditioner is humming softly.,0
148,Air conditioning is being recorded inside a vehicle.,0
149,Water from a drain with an air conditioner in the background.,0
150,The sound of an air conditioner's water is recorded.,0
151,Air conditioning vent is being recorded.,0
152,Electrical room with air conditioning equipment.,0
153,People are cheering a victory and air conditioners are heard in the background.,0
154,An air condition motor is being recorded.,0
155,An air conditioner is in operation.,0
156,The sound of an air conditioning unit being turned on in a submarine is recorded.,0
157,A machine air conditioner is on and blowing a paper,0
158,Air conditioner vent close and drippy.,0
159,Air conditioning turning on.,0
160,Someone is beeping a car horn in a quiet garage repeatedly.,1
161,A car horn is honked a couple times and people are talking,1
162,A man speaks followed by vehicle horn sounds,1
163,A vehicle is running with a horn beeping,1
164,People talk while vehicles pass and a horn blows,1
165,A car horn beeps twice quickly; rumbling happens,1
166,Vehicles in traffic drive and honk their horns and a voice speaks in the background,1
167,The wind is howling over a long whistle and car horns.,1
168,A motor vehicle horn is being honked nonstop as the wind blows softly in the background,1
169,A man speaking through a megaphone in the distance followed by several vehicle horns honking as cars drive by at a slow rate,1
170,A vehicle speeds by and you hear a man's voice and horns honking,1
171,"A police car is starting, running with a horn, and stopping.",1
172,A group of men talking as footsteps walk on gravel followed by a snake hissing while vehicle horns honk in the background,1
173,A toy car horn is beeping.,1
174,"A woman speak, another women responds, a car horn sounds followed by a man speaking and the women laughing",1
175,A vehicle is passing with a horn.,1
176,"Water is splashing on a surface, traffic is ongoing, and a car horn blows",1
177,Cars pass as horns honk,1
178,Car horn or door buzzer is beeping steadily.,1
179,Rain falls and a car horn blows,1
180,The crunch of nearby footsteps does not mask the car horn beeping in the background.,1
181,A horse drawn carriage and car horn honking in an urban area.,1
182,"A car horn beeps while cars drive on the road, then a door is open and beeping occurs.",1
183,A vehicle horn honking several times as a crowd of people talk in the background,1
184,Vehicle horn honking and a person talking,1
185,"Cars blare horns nearby, and then people yell loudly",1
186,Large vehicles pass by slowly and honk their horns,1
187,A vehicle's horn is sounding.,1
188,Sound of a car horn in a park.,1
189,A motor vehicle is running and then there is a squeal and horn and someone talking,1
190,Wind is blowing into the microphone and vehicles honk their horns and a train whistles,1
191,"A series of cars passing in the background are followed by a railroad car, loudly honking a train horn",1
192,Sounds are being created from a car horn.,1
193,A loud vehicle horn blaring followed by train passing by quickly,1
194,A car horn honks multiple times nearby,1
195,A car is approaching and passing with a horn.,1
196,"A marriage procession is taking place with a band, car horns, and speech.",1
197,A man is speaking and a vehicle horn honks,1
198,Someone is honking a car horn.,1
199,A bell ringing rapidly in the distance as a vehicle horn honks once with gusts of wind blowing and wind heavily distorting a microphone,1
200,A vehicle horn honking followed by a vehicle door closing then a man speaking,1
201,Person is repeatedly hitting their car horn over and over and over,1
202,A man speaks and car horn honks,1
203,Some kids shouting and a fast moving vehicle goes by playing a fancy horn with loud traffic noises in the background,1
204,A vehicle approaches and blows a horn multiple times,1
205,A vehicle moves then some horns are triggered,1
206,Bicycle horn with cars passing by,1
207,Car horns honking with traffic noises,1
208,All at the same time a man speaks a car horn honks and beeps,1
209,A vehicle horn honking followed by a man talking,1
210,Car horn beeping different tones,1
211,Vehicle horn with a muffed males voice,1
212,A car passing and honking the horn,1
213,People are talking in the distance while noises are reverberating and then a car horn is honking.,1
214,Railroad car traveling followed by a train horn,1
215,"Traffic flows, brakes squeak, a car horn is honked",1
216,Vehicle horn sounds followed by man laughing,1
217,A vehicles approach and a funny horn is triggered while some people laugh,1
218,"A device beeps, followed by a car horn honking loudly",1
219,"Rhythmic squeaking sound is present, a hoofed animal is trotting, and vehicle horns are blowing",1
220,Car horn honk and motorcycle pass.,1
221,Running vehicle blowing horn,1
222,Some birds tweet far away and then a vehicle horn is triggered then another bird tweets louder and closer,1
223,A car horn honking loudly,1
224,Two short beeps followed by a man speaking a short foreign phrase followed by a car horn playing a short tune ending with a man saying a foreign word,1
225,A man speaks and then a car horn blows,1
226,A car horn beeps loudly while a woman giggles then a man yells angrily,1
227,A car horn is sounding.,1
228,People are talking and vehicles are passing by and there is a loud horn,1
229,Beeping of a car alarm as a vehicle starts and idles then a man speaks and a horn is honked,1
230,"A large vehicle approaches and stops, air brakes release and a horn is sounded",1
231,Multiple vehicle sounds followed by horns blowing,1
232,Car horns and a crowd of people are making noise.,1
233,Car horn is being recorded.,1
234,Multiple beeps of a car horn,1
235,There are sounds of several cars and horns.,1
236,A vehicle honks the horn three times leading up to a short pause and honks horn four times followed by one honk,1
237,A man speaks while cars drive by on a highway and a train blows a horn,1
238,The sound of a car horn is different.,1
239,Church bells and car horns ring.,1
240,Muffled plastic clanking followed by plastic clicking then a vehicle horn honking as rain lightly patters on a surface and a fan moderately blows air in the background,1
241,"A car is driving up a steep hill, stopping, and driving on with a horn toot.",1
242,A vehicle is in idle and hums then a horn blasts twice,1
243,"A vehicle idles, and then a car horn honks several times",1
244,Cars are passing by at a medium pace and honking their horns,1
245,"A vehicle honks horn outside, and a woman talks",1
246,Vehicle drives and honks its horn,1
247,There is a train station perspective with a car horn and a train stopping with a bell.,1
248,Car horn sounds when someone is angry or rushing.,1
249,Vehicles are going by and car horns are bleeping loudly in a major city.,1
250,"A train vehicle is on with people speaking in the background, and the train horn honks",1
251,"A vehicle drives closer, a short, two note horn sounds before a train horn sounds, and birds chirp",1
252,A group of people talking as vehicle horns honk and horses trot while wind blows into a microphone,1
253,Cars are on practice laps and a warning horn is heard during a motor race.,1
254,"A train horn sounds loudly, and then train cars pass by nearby",1
255,"A car starts up, idles and has its horn beeped twice in rapid succession",1
256,A car horn alarm goes off while traffic drives by.,1
257,"Vehicle horn honking, train passing by",1
258,A car horn honks and a car passes by,1
259,Car honking horn,1
260,"Railroad cars pass by, followed by a train horn blaring",1
261,"Chirping birds, in the background moving vehicles, honking car horns.",1
262,Car horns are heard.,1
263,A car horn blows several times and a man speaks briefly,1
264,A woman laughs and a car horn honks briefly then the woman speaks,1
265,A car horn blowing with speech and water,1
266,Car horns are being used.,1
267,A long constant car horn is being heard.,1
268,A guys speak and then a loud car horn blares,1
269,Traffic and a car horn are heard.,1
270,A man talking followed by a vehicle horn honking,1
271,A diesel motorcar is approaching a station and frequently blowing the horn.,1
272,Sound is a car horn.,1
273,The wind is howling over a long whistles and car horns.,1
274,A vehicle running with rapid horn beeping,1
275,A vehicle honking the horn,1
276,"Crickets are chirping in the background, a man steps away, and a car honks its horn.",1
277,Rail car noises and horn start to fade into the distance,1
278,"A bird is calling, and there are other bird sounds and distant car horns in the background.",1
279,A car roads at low speed then a horn is triggered and the car accelerates,1
280,"Idling car, train blows horn and passes",1
281,A car passing at speed with horn is heard.,1
282,Vehicle running and honking horn,1
283,People are cheering and a car horn honks,1
284,A crowd is talking a car horn goes off and tires squeal,1
285,A car horn beeps three times,1
286,Vehicles move while a man talks and a horn is triggered,1
287,"A car is approaching with a horn, stopping, and departing.",1
288,"Traffic on a wet road is heard, with a few car horns.",1
289,A car is making long and short horn blasts.,1
290,"People talk nearby quietly, and then a car horn honks at moderate volume",1
291,A car horn is being recorded.,1
292,Beeping of several car horns,1
293,Loud wind noises and a car horn and a person talking at the end,1
294,Train toots horn while passing a car then toots its horn,1
295,"A truck approaches and passes by, a car door opens and closes and a car horn beeps.",1
296,A train with a lot of cars going past a location at a very fast pace blowing its horn.,1
297,Men are talking loudly in a parking deck with a car horn blaring in the background.,1
298,Vehicles running and honking horns,1
299,Humming and rustling with car horns and wind blowing,1
300,A horn is triggered while a vehicle moves and some people talk,1
301,"People laugh and talk, a car passes blowing its horn",1
302,Veteran cars are honking their horns and approaching and stopping.,1
303,A classic car horn is being sounded.,1
304,Cars and horns are heard.,1
305,"A neutral soundscape of a salt marsh is being made by a seawall at high tide, with calls from birds such as robins, wrens, skylarks, carrion crows, house martins, blackbirds, linnets, starlings, redshanks, and a distant foghorn.",1
306,Car horns and speeds up while people talks,1
307,Car horn is sounding loudly and continuously.,1
308,Car horns are sounding in a park.,1
309,A vehicle accelerates and slows as a car horn honks,1
310,Outside traffic and vague honking of horns from other vehicles.,1
311,Vehicles drive past and a horn honks,1
312,A man speaks followed by a car horn honking,1
313,A train honks the horn several times while driving on the tracks and another vehicle honks their horn once,1
314,crickets are tweeting and a car horn honks,1
315,People are talking a horse is trotting and car horns are honking,1
316,A vehicle plays the horn,1
317,Several vehicles moves and a train horn is triggered,1
318,"Sounds of cars, wind, and train horns are heard in the background of a city.",1
319,A cross-country vehicle is approaching and passing with a horn.,1
320,Kids and teenagers are shouting and playing soccer.,2
321,Kids and their caretakers are playing in a square.,2
322,"Children are playing in a water feature, with birds and distant voices heard.",2
323,Children are playing in a schoolyard in the distance.,2
324,Children are playing in a kindergarten.,2
325,Children are playing in a playground. Traffic is passing.,2
326,A call to prayer is happening in ruins with nearby children playing.,2
327,Kids are playing in the snow.,2
328,Children are playing in a closed pool.,2
329,Children's toys are playing audio of laughing.,2
330,"The ambience of a zoo is playing with atmosphere sounds, footsteps, bird noises, and children saying ""yah"".",2
331,Swing motion in a children's playground is being recorded.,2
332,Children are playing with squeakers.,2
333,Kids are playing and birds are heard.,2
334,People chatting outdoors while some are children playing.,2
335,Kids are shouting and playing while fireworks explode and rain falls.,2
336,A motorcycle approaches as a bird sings and children play in the background.,2
337,Kids are playing in a park.,2
338,Children playing and laughing while people talk in a youth theater foyer.,2
339,Thirty children are playing in a field. Birds and traffic are also heard.,2
340,"Kids are playing and laughing, with background sounds of birds, wind, a plane and cars.",2
341,Children are playing and birds are prominent in a playground in a residential estate.,2
342,Children are playing and talking in a school inner courtyard.,2
343,Kids are playing and swimming outside in a granite quarry.,2
344,"Children shout and play, just as other children do.",2
345,Ambience from a garden with children playing and a car passing.,2
346,Chicks are bouncing and pecking while children play and talk.,2
347,Background noise and kids are playing at a house.,2
348,"Kids are playing, birds are singing, people are walking, and trains are passing.",2
349,Screaming kids on the playground.,2
350,Young children yell playfully while heavy turbulence roars in the background.,2
351,Children and adults are playing on a playground.,2
352,Children are playing soccer and a teacher is giving orders.,2
353,Children are playing in a tight alley.,2
354,Kids are playing with plastic trucks in a playground.,2
355,Children are playing with toys.,2
356,Kids are playing in a schoolyard with birds in the background.,2
357,"Birds and pigeons are singing, children are playing, and a road is humming.",2
358,"Voices, children playing, and a truck are being recorded.",2
359,School kids are playing on the playground.,2
360,Children are playing soccer at a park.,2
361,Some people have a discussion in a crowded place along with some children playing in the background.,2
362,Children are playing.,2
363,Plastic is crumpled and played with and a kid speaks at the beginning,2
364,Funny children comedy track is playing.,2
365,"A baby cries while the children are laughing, talking and playing at a playground.",2
366,A bird is feeding its nestling. Children are playing in the background.,2
367,Children's playground with kids playing and screaming.,2
368,Children playing with a train with the sound of the bell.,2
369,Children are laughing and playing.,2
370,Children are playing and someone is walking in a calm downtown.,2
371,One child screamed three times while other kids talked on the playground.,2
372,Children are playing in school grounds.,2
373,"While kids are playing at an indoor play area, a woman talks.",2
374,Children are playing on a sunny beach.,2
375,Several kids talk and play nearby,2
376,Children are playing with rolling planks and cars are passing by in the background.,2
377,Kids are playing soccer in a city park.,2
378,Kids are playing in a windy park.,2
379,"Water is splashing and gurgling, an adult male and female speak, and children are playing and laughing",2
380,"Children are laughing, talking, and playing on a playground and a baby cries.",2
381,Birds sing while children loudly play outside near them.,2
382,A group of people including children are playing and shouting.,2
383,Children are playing and car motors are audible as a bell sounds at regular intervals from a distance outside.,2
384,Kids are playing and hitting balls against a wall in an urban environment.,2
385,A childish track is being played.,2
386,Many children are speaking and yelling outside on a playground.,2
387,Children are playing amidst ruins and construction in the background.,2
388,A children's toy is playing bent melodies and songs.,2
389,Kids are playing hockey.,2
390,People are talking and children are playing in a park.,2
391,Children are playing in a park/garden.,2
392,A spring is hit while children talk and play,2
393,People are at an outside restaurant with a kids play area.,2
394,Kids are playing soccer with distant traffic in the background.,2
395,Children are playing with toys and laughing.,2
396,An airplane flying over and kids playing.,2
397,A child is playing with electronic toys.,2
398,Children are playing at a playground with heavy traffic in the background.,2
399,People are shopping and kids are playing in a mall.,2
400,Children playing and talking can be heard in a shopping arcade.,2
401,Kids are playing outside with battery-powered toy cars. There is a bit of wind.,2
402,Kids are playing football.,2
403,Children are playing a soccer game in a sports complex.,2
404,Kids are playing ball and people are talking.,2
405,A child is swinging on a swing in a playground.,2
406,"Boys are playing a spy game, girls are on the slide, and other kids are in a merry-go-round.",2
407,Children are playing in a water plaza.,2
408,Children loudly screech and play in a gym.,2
409,A fast moving stream gurgles as children are playing in the background,2
410,Kids are playing basketball.,2
411,"Kids are playing, people are talking in a city park.",2
412,Children are playing and talking in a park.,2
413,Children are playing in a schoolyard.,2
414,"People are talking in the background as children play, yell, and occasionally scream.",2
415,Group of young children playing and yelling,2
416,Children are playing and shouting in a backyard.,2
417,Children are playing during recess at a primary school.,2
418,Children playing in fountains.,2
419,School children are playing a ball game until a whistle is blown,2
420,Someone is using an electric hair trimmer while a child is playing.,2
421,Children playing and calling out,2
422,People are talking and children are playing in the background.,2
423,The sound of a bell rattle made for children is playing.,2
424,Children are playing with fireworks.,2
425,Children are playing and cars and traffic are heard.,2
426,Children are heard playing in a school yard.,2
427,Kids are playing with skateboards.,2
428,People are walking and children are playing in the background.,2
429,Waves against stones and children playing on a beach.,2
430,A woman and a kid talk while several kids play far away,2
431,Parents and kids are playing at a playground.,2
432,Neighborhood kids are playing outside.,2
433,Children are playing in an enclosed area.,2
434,Children are playing cricket in the park.,2
435,"Children are playing in a school playground with shouts, footsteps, swings, and distant traffic.",2
436,Kids are playing in an elementary school.,2
437,White noise masking a child as it plays.,2
438,a man playing call and response with a group of children,2
439,Children laughing and playing by the water,2
440,Children are playing as adults are chatting in the background.,2
441,Children playing in a kindergarten classroom.,2
442,Kids are playing on a swingset at a school.,2
443,Children playing with parental commentary.,2
444,Children are playing in fields of dry grass.,2
445,Kids are in a playground playing and talking while a fan is running in the background.,2
446,Kids are talking and playing while adults are chatting and moving about.,2
447,"Kids laughing, playing and running on a busy city playground.",2
448,"Children playing, yelling, and occasionally screaming while people talk in the background.",2
449,Children are playing and making sounds.,2
450,Children are playing in a city forest.,2
451,Children are running and playing.,2
452,Kids are playing and laughing.,2
453,Children are playing outdoors.,2
454,A terrible children's performance is playing.,2
455,Kids are playing something.,2
456,Adults speak to each other as children yell and play in the background.,2
457,Children are playing soccer near a city recorded from a balcony.,2
458,Children are playing and singing. The sound of distant traffic and birds is heard.,2
459,Children playing piano and people talking.,2
460,Children are playing by the beach.,2
461,People are talking and children are playing in a public market.,2
462,"There is a park ambiance with kids playing and shouting, city noise, and boats in the background.",2
463,The children were yelling and screaming on the playground.,2
464,Children are playing and there is traffic.,2
465,Children are playing and singing.,2
466,"Crowd is eating at outdoor community festival, kids are playing.",2
467,Kids are playing in a nearby park.,2
468,kids are playing as one child shrieks while birds are chirping.,2
469,"Children are playing, running, and laughing in a classroom.",2
470,A child is playing with water in a bathtub.,2
471,Children are playing in a park with cicadas.,2
472,Children are playing a ball game with wind and bass rumble in the background.,2
473,Parents and children are in an outdoor playground.,2
474,Children are playing outside during a lunch break.,2
475,Children are playing and laughing.,2
476,Children speak near a playing announcement system on a train.,2
477,People talking and kids playing are heard in a busy square.,2
478,"Children and adults are playing, screaming, and laughing as they have a good time.",2
479,A din is present as children play a game in a playground.,2
480,A small dog whimpering and yipping as a female laughs,3
481,A dog is barking loudly.,3
482,A dog is panting after playing outside.,3
483,Wind is blowing and water is lapping against a surface then a dog barks,3
484,"Countryside sounds with steps, horse, dog, birds.",3
485,"Dogs are barking, and a motor runs",3
486,Several dogs are barking.,3
487,A smaller sized dog is barking indoors.,3
488,Dogs are barking in the village.,3
489,"A waterfall, dog barks and people are audible.",3
490,Crickets and dog barks are heard.,3
491,"The village atmosphere includes general background chatter of villagers, ducks, dogs and a prominent rooster.",3
492,Dogs are playing and pulling a ball.,3
493,A dog is dragging a stick along the ground and making a sound like crickets.,3
494,Jackals are barking and howling with snarling growls.,3
495,A dog is panting,3
496,"Whip cracks, while dogs bark",3
497,A dog is playing on a laminate floor.,3
498,Birds chirp quickly in the trees as dogs are barking in the distance.,3
499,Food is being consumed by a dog.,3
500,"Raindrops hitting a tent roof, distant dog barking, and traffic noise.",3
501,Dog is grunting and playing with a chain.,3
502,Footsteps walk by as traffic noise is heard and then a bark does a bellowing bark,3
503,A dog is barking in a night forest.,3
504,Dogs are barking as a car arrives.,3
505,A dog is barking in the distance.,3
506,Dogs are barking and crying.,3
507,A man's voice is overlapped with a dog barking,3
508,"Grunting is ongoing, during which a dog barks, whines and growls, and a young male shouts",3
509,A dog grunts and snorts as a woman speaks,3
510,A dog growling and whimpering followed by a man's laughter,3
511,"A man talks, as a dog barks and a whistle is blown",3
512,Dogs are howling and barking.,3
513,Sheep baaing and dogs barking briefly with some rustling,3
514,"Birds vocalize nearby as a dog barks in the background, and then people speak nearby",3
515,Dog pawing on a hard surface,3
516,A dog is crying.,3
517,"Goat bleating, a man speaking and puppy yelping",3
518,"A bird is whistling, a creaking sound occurs, a dog pants, and a tapping sound is present",3
519,"Insects, dogs, and distant traffic are heard on a calm spring night.",3
520,A dog is barking because it is in a cage.,3
521,Bark and growling,3
522,"A man and a small dog are walking over a calm boulevard, with cyclists driving past and a low-altitude plane flying overhead.",3
523,"A puppy is making yelps, whines, barks, and howls.",3
524,There may be a dog bark and someone is recording sounds on a patio.,3
525,"A pack of wolves is making distant, echoing howls and barking, and growling.",3
526,Dogs growling then male speaks,3
527,Goats are moving around pens and cudding in a goat house. Dogs are barking occasionally in the distance.,3
528,Plastic snapping before a dog whimpers and barks,3
529,Dogs are barking and something buzzes,3
530,Ambiance inside a dog's ear is being designed.,3
531,Dogs whimper and bark while kids speak,3
532,Someone serving dog food.,3
533,Sheep dogs are barking in a distant barn. Sheep are in the foreground.,3
534,A puppy is making a cute squeal.,3
535,A prairie dog is making alarm calls.,3
536,A dog growling and a woman speaking with faint laughter in the background,3
537,"A bird arrives at a nest, calls, and incubates. A dog, cow, and skylark are in the background.",3
538,Several dogs bark,3
539,Dogs are howling and barking and birds are chirping.,3
540,A dog is being hit and causing noise.,3
541,Shepherd dogs are barking.,3
542,A dog barks constantly as rain falls,3
543,"Late night frogs, cricket, dogs barking, light traffic.",3
544,A dog is barking and asking for sightseeing.,3
545,A medium-sized dog is barking and running in a garden.,3
546,Barking dog and singing birds are heard.,3
547,Someone is imitating a squeaky wheelchair or a sad dog.,3
548,Someone's dog is happily chewing a snack.,3
549,Dogs yip and whine and bark,3
550,A dog barks once as a woman is narrating,3
551,A sheepdog whistle is being commanded.,3
552,Dog is unhappy in the rain.,3
553,A dog is making peculiar noises.,3
554,A mammal is barking.,3
555,"A dog barks several times, followed by a person laughing in the distance and then talking nearby",3
556,"A vehicle passes by, after which a dog barks nearby several times",3
557,Dog howling and baby crying,3
558,A puppy and birds are making sounds.,3
559,Female voice talking to her dog and pet is responding with animal cries,3
560,A pug is barking.,3
561,A dog barking at a man walking by.,3
562,A car drives by as multiple birds are chirping and a dog is barking.,3
563,"A small dog barks, a man speaks, wind blows",3
564,Barking dog is low and big.,3
565,A Dachshund is barking.,3
566,Dogs barking and someone laughing at it,3
567,"A baby cries and fusses, and a dog barks",3
568,"Male voice, animal whimpering and barking",3
569,A baby cries slightly and a man makes barking noises,3
570,"A man talks, followed by dogs barking nearby",3
571,A smaller dog woofs then a buzz and the dog's nails scratch a hard surface and he continues to bark softly,3
572,Dog barking and growling,3
573,"In the desert, flies and birds are making sounds. Distant dogs, chickens, and a dove are heard.",3
574,Dogs are barking and growling.,3
575,Someone is throwing a dog leash on carpeted stairs.,3
576,"A dog is growling and barking, a chicken is cackling, metal clinks, and an adult male is speaking in the background",3
577,Water splashes and a dog pants,3
578,A pack of coyotes is howling and barking in the distance.,3
579,Birds and dogs are making sounds.,3
580,Dogs are barking outside the capital.,3
581,A dog barking followed by a group of women speaking,3
582,Dogs barking and whimpering with woman speaking,3
583,"Residential morning noises: birds chirping, dogs barking, talking, car honking.",3
584,"Someone is mowing the lawn, and a dog is barking.",3
585,More than one animal barks and whimpers then a person whistles,3
586,"A small dog growling, a larger dog responding",3
587,"A dog is eating with a wet mouth, chewing, crunching, and making noise.",3
588,people talking and a dog barking and also several cars passing,3
589,A dog repeatedly makes a gurgling noise and barks.,3
590,A dog is howling to an alarm clock.,3
591,High pitched vibrations with a dog barking and man speaking,3
592,A dog is barking after a piano note is hit.,3
593,Dogs barking before dog sled race.,3
594,A man are talking while multiple dogs are barking around them,3
595,"Soft bells ringing, birds singing, a dog barking, and cars passing.",3
596,A synthesized storm sound that terrified a dog.,3
597,A woman talks as a dog whimpers loudly,3
598,Dogs are barking in the city amid traffic.,3
599,"A church bell is ringing, with transport and dogs in the background.",3
600,Two adult males are speaking and laughing and a dog is barking,3
601,A man speaks and a dog barks,3
602,A sheepdog whistle command is being recorded.,3
603,Several dogs are barking and yipping,3
604,A dog is barking and water is flowing,3
605,A sled dog team is being recorded while being hitched up to their harnesses.,3
606,A metal dog bowl is being moved.,3
607,A beagle is barking.,3
608,A dog's tags are being played with.,3
609,A dog is barking repeatedly,3
610,A dog is being recorded.,3
