,caption,class
81,Someone is speaking in a sensual voice.,[8]
82,A vacuum cleaner is making a sound.,[9]
83,A zombie is speaking through Symbolic Sound Kyma.,[8]
84,Someone is speaking into a microphone.,[8]
85,An electric razor is being used on someone's face.,[5]
86,Tap water is running in a ceramic sink.,[7]
87,A cat is eating cat food.,[2]
88,A dog is barking in the street.,[4]
89,Shaving with an electric shaver.,[5]
90,Someone is shaving with an electric shaver.,[5]
91,A cat is meowing and purring near the microphone.,[2]
92,The sound of water running in a bathroom sink is heard.,[7]
93,Someone is speaking with effects.,[8]
94,A tour guide is speaking and a river is making a sound.,[8]
95,Concrete mixer is running outside.,[1]
96,"The sounds of crickets, cicadas, frogs, and a barking dog are heard in a botanical garden.",[4]
97,Gunshot with barking dogs in the background.,[4]
98,A female voice is speaking for a voice over.,[8]
99,"A mechanical alarm clock with copper bells is being pulled and ringing, with a ticking sound and chiming.",[0]
100,A mechanical alarm clock is ringing and being turned off.,[0]
101,"Dogs are barking, birds are singing and sheepbells are ringing in the countryside.",[4]
102,Sounds inside a passenger train start and some speeches are removed.,[8]
103,A mechanical alarm clock is ringing and buzzing.,[0]
104,An alarm clock is ringing and beeping.,[0]
105,A mechanical alarm clock with copper bells is being pulled and ticking.,[0]
106,A woman's speech is transformed.,[8]
107,A female speech is modified.,[8]
108,A female speech is being transformed.,[8]
109,Modified female speech.,[8]
110,An alarm clock is ringing.,[0]
111,Water is running down the bathtub drain.,[7]
112,A female is speaking for a voice over.,[8]
113,A water fountain is running.,[7]
114,"A shop with people speaking in the background is heard, with the sounds of walking, machines, and articles.",[8]
115,Dog barks for a walk.,[4]
116,A cat is eating dry food from a bowl.,[2]
117,Frying an egg on high heat.,[6]
118,Field recording of a barking dog-toy in a marketsquare.,[4]
119,People are speaking in different languages.,[8]
120,An audio cable is being plugged into a mixer.,[1]
121,Water is running down a gutter downspout.,[7]
122,A dog is barking behind a door.,[4]
123,Someone is washing scissors in a metal sink under running water.,[7]
124,An electric shaver is being recorded.,[5]
125,Someone is speaking in a dark voice with an echo effect applied.,[8]
126,Blender filled with water and ice.,[1]
127,A blender is running on high speed.,[1]
128,Dogs are barking behind a church.,[4]
129,Someone is speaking in a voice clip.,[8]
130,A dog is barking.,[4]
131,Running water from a shower.,[7]
132,Water is running.,[7]
133,Minced beef is frying and thunder is being recorded.,[6]
134,Someone is speaking on the radio about a successful mission.,[8]
135,Aggressive voice speaking.,[8]
136,A speech sound is being generated.,[8]
137,A cat is purring and snorting.,[2]
138,Distorted voice is speaking.,[8]
139,A man is speaking on radio.,[8]
140,"Someone is speaking, part of poetry.",[8]
141,Someone is using a pepper shaker and speaking.,[8]
142,Someone is speaking directly into a microphone.,[8]
143,People are speaking in a theater crowd.,[8]
144,"A big cat is making a ""meow"" sound.",[2]
145,Cement mixer is producing a noisy low pitch sound.,[1]
146,Dog bark is heavily processed.,[4]
147,Water is running down a shower drain.,[7]
148,A tiny dog is barking.,[4]
149,Dog is barking.,[4]
150,A blender is being used.,[1]
151,Sound of someone speaking directly into a microphone.,[8]
152,A cat is exploding and making noises.,[2]
153,People are speaking.,[8]
154,Washer is running water.,[7]
155,Someone's mother is making a cat sound.,[2]
156,Someone is speaking in several languages.,[8]
157,Someone speaking recorded with a desktop microphone.,[8]
158,Dogs are barking.,[4]
159,Someone is speaking in a restaurant.,[8]
160,The sound of a cat purring is playing.,[2]
161,"A train is moving and stopping at stations, with sounds of doors, traffic, and passenger speech.",[8]
162,The speech of a female is making harmonic components.,[8]
163,Transformed from original speech-female.wav.,[8]
164,A female speech sound is reconstructed stochastically.,[8]
165,Someone is tossing cat food into a metal bowl.,[2]
166,A female speech sound is being reconstructed.,[8]
167,A female speech sound is happening.,[8]
168,Resynthesis of female speech sound.,[8]
169,"Dogs are barking, growling and howling in the night.",[4]
170,Someone's speech has been recorded and processed for a game.,[8]
171,A female voice is speaking with stochastic components.,[8]
172,Sinusoidal component of a female speech sound.,[8]
173,A stochastic component of a female speech sound is heard.,[8]
174,Voice is speaking.,[8]
175,People are speaking over interplanetary telephone.,[8]
176,Reconstructed female speech sound.,[8]
177,Running water is making a sound.,[7]
178,Someone is rolling back the power cable of a vacuum cleaner.,[9]
179,A cat toy is being played with.,[2]
180,A robot voice is speaking.,[8]
181,A robot and a monster are speaking.,[8]
182,Dishes are being washed.,[3]
183,Water is running while someone washes their hands.,[7]
184,A robot voice speaking.,[8]
185,A robot is speaking.,[8]
186,Male speaking words in the filename.,[8]
187,Pilot is speaking.,[8]
188,A robotic voice is speaking.,[8]
189,Water fountain is running.,[7]
190,Running water from a washbowl is heard.,[7]
191,Someone is playing cards with a barking dog in the background.,[4]
192,Vacuum cleaner is being used.,[9]
193,Water is running in a bathtub and gurgling down the drain.,[7]
194,Keys are making a fire alarm bell sound.,[0]
195,Water is flowing over dishes and silverware.,[3]
196,Running water from a tap.,[7]
197,The sound of a vacuum cleaner.,[9]
198,There are waves and a girl speaking in a foreign language.,[8]
199,Children are speaking at a school.,[8]
200,A vacuum cleaner is being used.,[9]
201,"A helicopter is hovering over a neighborhood, a car is passing, a dog is barking and kids are playing.",[4]
202,Someone is speaking a phrase.,[8]
203,Music and frying pork are being made at a marketplace near a railway station.,[6]
204,A speech is being translated.,[8]
205,Water is running down the bath tub.,[7]
206,Someone is giving a speech and a band is interrupting.,[8]
207,A vacuum cleaner turns on and off.,[9]
208,Hard intensity water running down a bathtub.,[7]
209,Someone is speaking to a cat in the air.,"[8, 2]"
210,"Birds are chirping, bees are flying by, a cement mixer and people are talking, and automobiles are driving in a country valley.",[1]
211,A dog toy is barking.,[4]
212,A crazy cat is eating dinner while a fridge and boiler are buzzing in the background.,[2]
213,A cat is making a banging meow.,[2]
214,Someone is speaking about the sound of a plane.,[8]
215,A cat is speaking on an airplane.,"[8, 2]"
216,Bear and cat speaking to each other.,"[8, 2]"
217,Distressed cat is pacing on grass.,[2]
218,Someone is speaking with a mellow voice for a podcast intro.,[8]
219,A distressed cat is talking.,[2]
220,Someone is fixing a plane and speaking to themselves.,[8]
221,A cat is walking in the forest.,[2]
222,People are eating dinner and speaking at a busy dining hall.,[8]
223,Someone is completing cooking and throwing dishes in the sink.,[3]
224,Someone is speaking at home.,[8]
225,A vacuum cleaner is making noise while charging.,[9]
226,A speech fragment is processed with reverse reverb effect.,[8]
227,The train is departing slowly with the conductor clanking dishes and cell phone interference.,[3]
228,Someone is speaking in a toilet atmosphere on a passenger wagon.,[8]
229,Dogs are barking in a field.,[4]
230,People are speaking a language.,[8]
231,An electric toothbrush is being used close to the microphone.,[5]
232,Someone is speaking in a deep voice.,[8]
233,A soldier is speaking about his experience in a fictitious war conflict.,[8]
234,A child is speaking about not being answered in a war conflict.,[8]
235,Soldier's speech narrating his life in a war conflict.,[8]
236,Soldier's speech about a war conflict.,[8]
237,Soldier's speech about war.,[8]
238,An electric toothbrush is producing a lowmid-pitched sound.,[5]
239,Electric toothbrush operating.,[5]
240,A soldier is speaking.,[8]
241,Soldiers are speaking about their experience in a war conflict.,[8]
242,A soldier is speaking about his experience in a war conflict.,[8]
243,Soldier's speech is narrating his experience of life in a fictitious war conflict.,[8]
244,Soldier is speaking.,[8]
245,Someone is giving a speech about their experience in a fictitious war conflict.,[8]
246,Someone is narrating a speech.,[8]
247,Someone is speaking in a low voice.,[8]
248,Different sounds are being made with an electric toothbrush.,[5]
249,Water is running in a small stream.,[7]
250,Voices are speaking.,[8]
251,Water is running in a small stream in an urban area.,[7]
252,A broken toilet is running water.,[7]
253,Ships are passing a river and a dog is barking.,[4]
254,Roommate is running water from the faucet in the kitchen.,[7]
255,A cat is snoring.,[2]
256,Birds are chirping and a dog is barking.,[4]
257,Robotized voice is speaking.,[8]
258,Dogs are barking in the background.,[4]
259,A character is speaking with a phlegmy voice and sighing.,[8]
260,Pedal hi-hat hit recorded with a microphone and a preamp/mixer.,[1]
261,"Male voice speaking ""The raincoat is tan."".",[8]
262,Dogs are barking in their niche.,[4]
263,A political speech of the opposition party is happening at a monument.,[8]
264,"Steel wires are ticking, trains and traffic are passing, wind is blowing, a dog is barking and a bird is calling.",[4]
265,Thunder is storming in the city. People are speaking and laughing. There is the sound of a cloudburst and cars driving on a wet road.,[8]
266,Water is running from a faucet in a binaural recording.,[7]
267,Someone is speaking on Low Self-Esteem.,[8]
268,Water is running through a drain.,[7]
269,Someone is beatboxing while doing the dishes.,[3]
270,Poor DD is speaking.,[8]
271,A robot is speaking and laughing.,[8]
272,A mixed breed dog is barking loudly in a rural yard.,[4]
273,Water is running in a public washing site.,[7]
274,Water is sloshing in a cement mixer.,[1]
275,A cat is eating dry food.,[2]
276,Bubbles are being made from washing dishes.,[3]
277,A cat is meowing while being scratched.,[2]
278,A cricket is chirping with dogs barking.,[4]
279,A cat is purring while being scratched.,[2]
280,A male dog trainer is speaking to a dog.,[8]
281,A dog is barking and cars are passing.,[4]
282,A kitty cat is purring.,[2]
283,People are speaking in a public address system.,[8]
284,A Shih Tzu dog is barking.,[4]
285,Water is being poured out from dishes and put in the drying rack.,[3]
286,Someone is speaking and playing elevator music.,[8]
287,People are speaking different languages over a PA system.,[8]
288,A cat is giving an unwelcome message.,[2]
289,A frying pan is being hit like a gong.,[6]
290,Someone is using an electric vacuum cleaner.,[9]
291,Shih Tzu dog barking.,[4]
292,"The Salvation army is playing at a square with a dog barking in the background, recorded from an open window.",[4]
293,Electric mixer is being used at a high speed setting.,[1]
294,Horror voice is speaking.,[8]
295,A speech is being discussed.,[8]
296,A speech is being recorded.,[8]
297,"Birds, people, motorcycles, soccer, table saw, road traffic, and barking dogs are near a roadside village.",[4]
298,Someone is speaking lazily on a semi-professional microphone.,[8]
299,Recording of someone speaking about reconciliation.,[8]
300,Dogs are barking in the distance.,[4]
301,Someone is speaking in a language.,[8]
302,"Market ambience with birds chirping, dogs barking, and an old man selling ice cream.",[4]
303,People are speaking in a restaurant.,[8]
304,People are speaking in an airport.,[8]
305,Someone is running in shallow water with a musical background.,[7]
306,People are speaking in a museum.,[8]
307,People are speaking in a stock exchange.,[8]
308,Speech synthesis is speaking some useful voice overs.,[8]
309,People are speaking in a studio.,[8]
310,Spa water is running with a musical background.,[7]
311,Cutlery is being cleaned under running water.,[7]
312,Someone is sorting out dishes and kitchenware.,[3]
313,A buzzer alarm is ringing.,[0]
314,A female bartender is speaking.,[8]
315,"Women are talking and scrubbing, with a crying baby and barking dogs.",[4]
316,"Parrot is singing loudly, with other birds, a dog barking, and wind in the background.",[4]
317,"Someone is speaking in a soft, high-pitched voice with a teasing or condescending tone.",[8]
318,"Seagulls, dog barking, and market machine noise.",[4]
319,A fridge is making noise and a dog is barking.,[4]
320,Water is running out through a tap into a sink.,[7]
321,An alarm of a wind-up clock is ringing.,[0]
322,"Sounds of a forest with birds singing, dog barking, and wind in trees are being recorded.",[4]
323,Someone is speaking in a game.,[8]
324,Someone is speaking a line for a game.,[8]
325,Someone is speaking a short phrase.,[8]
326,Someone is washing dishes.,[3]
327,A cat is talking to someone.,[2]
328,Someone is doing the dishes.,[3]
329,A cement mixer is operating.,[1]
330,Mixer sound is heard.,[1]
331,Someone is speaking over a radio.,[8]
332,Cat is meowing.,[2]
333,A dog is barking from a long distance.,[4]
334,Someone is speaking on a radio.,[8]
335,Cat is meowing to catch a fly.,[2]
336,Dishes are being washed in a restaurant.,[3]
337,An electric razor is being experimented with a contact microphone.,[5]
338,An electric razor is being experimented with using a contact microphone.,[5]
339,Water is running into a sink.,[7]
340,An alarm is ringing.,[0]
341,A female speech has been modified.,[8]
342,Reconstruction of female speech is being recorded.,[8]
343,A modified female speech.,[8]
344,Whistling and cat meowing are combined into one recording.,[2]
345,A female speech sound is modified.,[8]
346,A version of speech-female.wav is modified.,[8]
347,Analysis of a female speech.,[8]
348,A female speech is being harmonized.,[8]
349,A cat is making a sound.,[2]
350,Modified version of speech-female.wav.,[8]
351,Water is running in a shower.,[7]
352,An alarm is ringing after someone was shot.,[0]
353,A vacuum cleaner is being started up.,[9]
354,Someone is grooming a female cat and recording breathing patterns.,[2]
355,Children are speaking in a school project.,[8]
356,A cat is growling and howling.,[2]
357,Distant speech and interior ambience are being recorded.,[8]
358,Machines and speech are heard at a sawmill.,[8]
359,Dogs are barking and cicadas are singing.,[4]
360,Wind noise and speech are being added.,[8]
361,A trader is speaking.,[8]
362,Running water is in a bathtub.,[7]
363,Men are speaking.,[8]
364,A cat is meowing and caught a bird.,[2]
365,People are speaking in a square with a fountain in a city.,[8]
366,Large dog is barking and there are birds in the background.,[4]
367,"Cooking, frying, and hot oil sounds.",[6]
368,Alarm is ringing.,[0]
369,"Someone is speaking the words ""Adding fast leads to bad sums."".",[8]
370,A cat is making purring sounds.,[2]
371,A noisy speech sample was de-noised.,[8]
372,Someone is speaking with reduced noise.,[8]
373,Speech sample is being added with wind noise.,[8]
374,Speech sample with wind noise.,[8]
375,Someone's cat is growling.,[2]
376,"People are walking, dragging suitcases, and a dog is barking in a street with cobblestones.",[4]
377,A dog is barking and crickets are heard in the background.,[4]
378,Someone is speaking with a muffled microphone.,[8]
379,"A male voice is saying ""Speech Signal Processing."".",[8]
380,Someone is speaking a foreign language.,[8]
381,"Crickets are singing, an airplane is overheading and a dog is barking.",[4]
382,A blender is looping.,[1]
383,Someone is speaking with an accent.,[8]
384,Steps are heard approaching on a dirt road with dogs barking in the background.,[4]
385,Quiet night ambiance with insects and barking dogs is heard.,[4]
386,Shower water is running.,[7]
387,A blender loop is playing.,[1]
388,Someone is messing with a blender.,[1]
389,Someone is speaking villain-ish.,[8]
390,"Speaking, movement, zipper sounds, and laughing are being recorded.",[8]
391,Someone is speaking through a microphone.,[8]
392,A dog is barking in an apartment.,[4]
393,Dogs are barking in the city amid traffic.,[4]
394,Professors are speaking in a restaurant.,[8]
395,Birds and dogs are barking in the distance in a forest.,[4]
396,Forest sounds with birds and dogs barking.,[4]
397,Synthetic speech is glitched.,[8]
398,Water is running in a sink.,[7]
399,A male voice is speaking.,[8]
400,A cat is making annoying sounds.,[2]
401,"Someone is speaking ""Okay don't let the boss catch me off work."".",[8]
402,A deep voice is speaking.,[8]
403,A deep male voice is speaking.,[8]
404,Someone is recording cat mothers and their puppies.,[2]
405,Cat is meowing in the kitchen.,[2]
406,A small dog is barking outside.,[4]
407,Someone is recording cat mothers with their puppies.,[2]
408,A cat is meowing and purring.,[2]
409,A cat is meowing and purring in the kitchen.,[2]
410,Someone is speaking during a call.,[8]
411,Water is running out of a sink faucet.,[7]
412,An auctioneer is speaking from a distance and cars are driving by.,[8]
413,An iPhone is speaking.,[8]
414,Running water is captured.,[7]
415,Running water is being recorded.,[7]
416,Someone is doing dishes and steps on a wooden floor.,[3]
417,An electrical motor noise from a toothbrush is being picked up at the center of its body.,[5]
418,Water is running from a faucet.,[7]
419,Sound is being made from an engine and speaking.,[8]
420,"Some outside sounds are being recorded, including water running and small stones being scrambled.",[7]
421,Water is running off into drains.,[7]
422,People are speaking and train and door noises are present.,[8]
423,Someone is speaking in a robotic vocal sound.,[8]
424,"A child's toy is speaking the word ""snake."".",[8]
425,Deep purring cat is being remixed.,[2]
426,A woman is speaking.,[8]
427,Someone is speaking on a bus.,[8]
428,"A child's educational toy is speaking ""dolphin."".",[8]
429,A toy is speaking.,[8]
430,A child's toy is speaking.,[8]
431,"A child's toy is speaking the word ""police"".",[8]
432,Water is running in a bathroom shower.,[7]
433,Running water is heard.,[7]
434,Water is running in the washroom sink.,[7]
435,Children's toy is speaking and following.,[8]
436,A computer is speaking.,[8]
437,A young Papillon dog is barking in a small room.,[4]
438,A toy is speaking a word.,[8]
439,A baby boy is making baby noises and speaking to a baby cult.,[8]
440,Frying bacon is being cooked.,[6]
441,"Water is falling, bells are ringing, people are talking, and a small dog is barking at the entrance of a museum.",[4]
442,A young Papillon dog is barking with birds in the background.,[4]
443,Running water during a shower is being heard.,[7]
444,Someone is recording the sound of using a vacuum cleaner.,[9]
445,Running water faucet is being recorded.,[7]
446,A massive amount of melt water is running through various stages before running into a river.,[7]
447,A cat is doing something.,[2]
448,Melt water is running through various stages.,[7]
449,Melt water is running through stages.,[7]
450,Melt water is running through stages in the mountains.,[7]
451,"Paddling, distant dog barking, quiet talk, and noise of a small boat reaching a wharf are recorded.",[4]
452,Someone is using a spoon and the alarm is ringing.,[0]
453,A sound is being made like a DJ using a mixer.,[1]
454,Vacuum cleaner sounds.,[9]
455,"A vacuum cleaner is running and annoying cats, dogs, and birds.",[9]
456,Vacuum cleaner is making noise.,[9]
457,A piano is playing lower notes and a dog is barking.,[4]
458,A digital recording of a cat purring is playing.,[2]
459,Gentle rain with wind and dog barks.,[4]
460,"People are talking, dogs are barking, motorcycles and cars are passing on a street.",[4]
461,A cat is eating wet food.,[2]
462,Compressor is working at a factory and dogs are barking in the distance.,[4]
463,Creek flowing and dogs barking in the distance.,[4]
464,Barking dogs and a passing car are heard.,[4]
465,A cat purring.,[2]
466,"Waves, people, and a dog are barking.",[4]
467,Water is running down a noisy drain.,[7]
468,Water is running out of a sink.,[7]
469,Water is running down a metal kitchen sink drain.,[7]
470,A large dog with a high-pitched bark is barking.,[4]
471,Jingling cat toy with a bell is being shaken.,[2]
472,Large dog barking.,[4]
473,A vacuum cleaner is being operated.,[9]
474,Sounds are recorded using a pair of microphones and a mixer.,[1]
475,Designed cat explosion.,[2]
476,"Birds are chirping, a dog is barking in the distance, and someone is walking by.",[4]
477,Birds and insects in garden with visitor and barking dog.,[4]
478,Egg being dumped onto a frying pan is recorded.,[6]
479,A cicada and a dog are singing and barking.,[4]
480,A cat is purring and attacking a microphone.,[2]
481,A cat is growling and a small dog is barking.,"[2, 4]"
482,Water is running in the shower.,[7]
483,Machine alarm during voyage.,[0]
484,Overhead jet rumble fades out with background barking dogs and singing birds.,[4]
485,A cat is making a miaowing sound.,[2]
486,A dog is barking and a boy is in the background.,[4]
487,"Birds are chirping, traffic is heard, dogs are barking, leaves are blowing, wind is present in an urban area.",[4]
488,"Birds, sheep bells, dog barkings, and a house are heard in a rural area.",[4]
489,"Birds are singing, dogs are barking, and cars are passing by in a quiet street.",[4]
490,Owners and their dogs are having a conversation and barking.,[4]
491,"People are talking and dogs are barking, with soft rain and market sounds.",[4]
492,Someone is brushing their teeth with an electric toothbrush.,[5]
493,Boat motor running through water.,[7]
494,Water is running steadily.,[7]
495,"Water running outdoors, medium sized body of water.",[7]
496,Water is running into a tub of water.,[7]
497,A dog is barking with a slight growl and a higher whimpering bark at the end.,[4]
498,A cat is making an authentic cat purr sound.,[2]
499,Running water and a horse walking in water.,[7]
500,Water running from a faucet into a sink.,[7]
501,Water is running with waves.,[7]
502,"A dog is barking, other dogs are answering far away, light voices of neighbors and wind can be heard in the street.",[4]
503,A dog is barking and heating is being recorded outside.,[4]
504,Birds and a dog are chirping and barking in a park.,[4]
505,A house cat is purring.,[2]
506,A cat is eating from a glass bowl.,[2]
507,Forest sound is playing with a cat meowing.,[2]
508,"Ambience with distant traffic, a plane, and barking dogs.",[4]
509,A cat is being recorded covered in blankets.,[2]
510,A cat with a bell is moving.,[2]
511,A cat is eating.,[2]
512,A cat sound is being made.,[2]
513,A flock of birds is heard in the distance with a neighborhood dog barking.,[4]
514,A small domestic cat is purring.,[2]
515,Food is sizzling on a frying pan over a gas stove with some tapping and beeping sounds.,[6]
516,"A waterfall, dog barks and people are audible.",[4]
517,A house cat is making noise.,[2]
518,Dishes washing machine and water boiling.,[3]
519,A medium-sized dog is barking.,[4]
520,Dishes are being washed and a baby is crying.,[3]
521,Someone is brushing a cat and it is purring.,[2]
522,A worker is using a concrete mixer. Cars and buses are passing.,[1]
523,Small dogs bark and growl.,[4]
524,Dogs are barking and growling.,[4]
525,A cat toy is being shaken.,[2]
526,A domestic cat is making sounds.,[2]
527,A cat is purring and meeping.,[2]
528,A cat is making noise.,[2]
529,A small dog is barking and growling.,[4]
530,Dog barks during thunderstorm.,[4]
531,A cat is making a squeak noise.,[2]
532,"Someone is doing the dishes, putting a frying pan on a dish rack.","[3, 6]"
533,Men are running and stepping into a water gap.,[7]
534,A cat is miaowing for attention.,[2]
535,A waterfall is running beside a road.,[7]
536,Sounds of the street and a cat are being heard.,[2]
537,Something is making hand-made running water drops on a sink.,[7]
538,Dogs and people are barking.,[4]
539,A parent bird is feeding nestlings and a dog is barking nearby.,[4]
540,"A cat bites and chews on a microphone, then drinks water.",[2]
541,A cat is purring and meowing.,[2]
542,A vacuum cleaner is running.,[9]
543,Someone is barking like a dog.,[4]
544,"Middle-aged women talking about men, traffic noise, and a dog's bark.",[4]
545,Waters are running against the sand and stone shore of a camp site.,[7]
546,"A dog is lapping water, and there are kitchen sounds and frying sounds.",[6]
547,Testing new mixer with fake bong hit.,[1]
548,A big dog is barking behind a fence.,[4]
549,A dog barking recorded near a dog walking and training area in a park.,[4]
550,Someone is shaving their face with an electric razor.,[5]
551,Running water is being manipulated and sampled.,[7]
552,Dishes are clattering in a noisy restaurant.,[3]
553,A cat purring on a couch.,[2]
554,A dog is barking in a courtyard with other sounds in the background.,[4]
555,A crow is screaming and there is a howling cat and city murmurs.,[2]
556,A water faucet is running.,[7]
557,Water is running and valve is pushed down to turn it off.,[7]
558,Dogs are barking and birds are singing.,[4]
559,Water droplets are running into a sink.,[7]
560,A cat is purring in an unusual way.,[2]
561,Someone is frying an egg.,[6]
562,Water is running and dripping.,[7]
563,Sled dogs are howling and barking.,[4]
564,Sled dogs are barking and howling.,[4]
565,"Distant throaty traffic and horn honks, hotel sounds, and running water are making a sound.",[7]
566,A cat is talking.,[2]
567,A bird is singing while dogs bark and a rooster crows.,[4]
568,"Horse is chewing and breathing, a dog is barking, and a bird is chirping.",[4]
569,Barking dogs and laughing teenagers.,[4]
570,Dogs are barking and crickets are chirping.,[4]
571,A dog is barking and people are making sounds.,[4]
572,"Workers are making noises with banging, drilling, and listening to the radio, with dogs barking and people walking and talking in the background.",[4]
573,"Kids are playing football with background noise from airplanes, distant traffic, birds, and a dog barking.",[4]
574,"Dogs barking, birds, and cars are heard in a city.",[4]
575,"Helicopter hovering over a quiet neighborhood with occasional car passing, dog barking, and kids playing.",[4]
576,A dog is barking and song birds are chirping.,[4]
577,Water running in a shower is heard.,[7]
578,Someone is scraping around a cat litter tray with a plastic cleaning scoop.,[2]
579,Someone is running a tap and washing dishes.,[3]
580,"Crickets are chirping, cars are passing, and a cat is meowing.",[2]
581,"Someone stands up, walks, opens a bathroom door, hears running water, opens a shower curtain, hears louder running water, turns off water.",[7]
582,Water is running and a garbage disposer is turned on and off.,[7]
583,A recording of a dog panting or a cat purring is being played at a slow speed.,[2]
584,Synthetic string pad is convolved with running water.,[7]
585,A domestic cat is mowing.,[2]
586,Someone is mumbling and yelling at a cat on a plane.,[2]
587,A vacuum cleaner is turning on and off.,[9]
588,Someone is turning on and off an electric toothbrush.,[5]
589,"A pack of dogs barking, muffled and distorted.",[4]
590,Someone is opening a tap and water is running into a steel sink.,[7]
591,A dog is growling and hearing other dogs barking.,[4]
592,"Swifts, crickets, and dogs barking with medium wind in the background.",[4]
593,A song about a cat is being played.,[2]
594,A small dog is barking and a woman is talking.,[4]
595,Shower with running and dripping water.,[7]
596,A dog is barking in a small fishing village.,[4]
597,Shower water is running and dripping.,[7]
598,Dog is barking in a cage.,[4]
599,An alarm clock ringing.,[0]
600,Light rain and barking dog.,[4]
601,Water is running from a shower.,[7]
602,A burglar alarm is ringing in a butcher's shop.,[0]
603,"Someone is mowing the lawn, and a dog is barking.",[4]
604,A synthesizer is producing a high shrill fluttering warbling alarm.,[0]
605,Electronic high shrill fluttering warbling alarm or siren-like synthesizer patch is produced by complex frequency modulation.,[0]
606,Water is running through a pipe.,[7]
607,An electric toothbrush is being turned on and off.,[5]
608,An electric razor is turning on and opening.,[5]
609,Running water from metallic sink faucet is on full blast.,[7]
610,My cat is meowing.,[2]
611,"Traffic, a dog barking, birdsong and other sounds are recorded in a suburb.",[4]
612,Electric toothbrush is used.,[5]
613,A fan being used by the fire brigade in a ventilated building during a fire alarm caused by gas leaking.,[0]
614,A cat is complaining.,[2]
615,Water is running over a plastic cake package.,[7]
616,There may be a dog bark and someone is recording sounds on a patio.,[4]
617,Water is running in a little creek.,[7]
618,Someone is flushing a toilet with running water.,[7]
619,Running water and a garbage disposal are heard under a sink.,[7]
